일시,월별,연별,사이트,제목,내용,분류,판단이유
20100627,201006,2010,다음아고라,"(경제토론방) 전작권 전환 연기 합의, 국가 안보 위해 다행(펌)","전작권 전환 연기 합의, 국가안보 위해 다행(펌) 삐노끼오(leese****) 10.06.27 20:07 G20(주요 20개국) 정상회의 참석차 캐나다 토론토를 방문한 이명박 대통령과 버락 오바마 미국 대통령이 어제 회담을 갖고 전시 작전통제권 전환 시기를 연기하기로 합의했다. 전작권 전환 시기는 원래 계획보다 3년 7개월 늦춰진 2015년 12월 1일로 정해졌다. 북한 핵실험 등으로 한반도 안보 환경이 급속히 악화됐고 시간이 촉박해 우리측 준비가 미흡한 점 등을 종합적으로 고려할 때 불가피한 선택으로 판단한다. 이번 합의가 국가안보 및 한미동맹 강화에 기여할 것으로 기대된다. 돌이켜 보면 노무현 정부가 정치적 목적을 갖고 전작권 조기 전환을 무리하게 추진한 것은 잘못된 일이었다. 전작권이 전환되면 한미연합사 체제가 해체된다. 수십년 동안 효율적인 전쟁 억지력으로 작용해왔던 한미 공동 대응체제가 사라지면 일정 기간 지휘 체제에 혼란이 있을 수밖에 없다. 전작권 독자 행사를 위한 막대한 군사비 부담도 문제였다. 여러모로 북한에게 잘못된 신호를 줄 수 있는 조치였다. 오죽 했으면 미국 쪽에서 전작권 전환을 제2의 애치슨 선언이라고 우려하는 말이 나왔겠는가. 애치슨 선언은 한반도를 미군의 방어선에서 제외해 북한의 오판을 불러 6.25 전쟁을 초래했다는 평가를 받고 있다. 잘못된 정책의 대못을 뽑고 전작권 전환에 앞서 철저한 준비를 할 수 있는 시잔을 벌 수 있게 된 것은 의미가 크다. 일부 야당과 시민단체는 전작권은 주권과 관계된 문제라며 예정대로 전환돼야 한다고 주장하나 설득력이 약하다. 전작권 전환은 필요한 일이기는 하나 우리 입장에서 굳이 서둘 일은 아니다. 국가안보에 막대한 영향을 줄 수 있느 만큼 신중하게 추진해야 한다. 부작용도 최소화해야 하고 실익도 면밀히 따져야 한다. 명분과 이념만 따져서 추진할 일은 아니다. 다만 전작권 전환 연기 합의로 추가부담 등 부작용이 발생하지 않도록 세심한 주의가 요청된다. 특히 전작권 전환 시기 연기를 받아내는 대가로 한미 FTA(자유무역협정)를 미국에 유리한 조건으로 재협상하는게 아니냐는 의혹이 제기되는 형편이다. 이에 대해 정부는 ""전작권과 한미 FTA는 전혀 관계가 없다""는 입장을 밝히고 있다. 전작권과 한미 FTA는 전혀 다른 문제인 만큼 이를 연계시키면 안 된다. 오바마 대통령이 한미 FTA에 대한 추가 협의가 마무리되면 수개월 내 미 의회에 비준안을 제출하겠다고 밝힌 것은 바람직한 일이지만 한미 FTA를 놓고 재협상하는 일은 없어야 한다.",전작권,전작권-이명박대통령지지
20100627,201006,2010,다음아고라,"(사회토론방) 전작권 전환 연기 합의, 국가 안보 위해 다행(펌)","전작권 전환 연기 합의, 국가안보 위해 다행(펌) 삐노끼오(leese****) 10.06.27 20:07 G20(주요 20개국) 정상회의 참석차 캐나다 토론토를 방문한 이명박 대통령과 버락 오바마 미국 대통령이 어제 회담을 갖고 전시 작전통제권 전환 시기를 연기하기로 합의했다. 전작권 전환 시기는 원래 계획보다 3년 7개월 늦춰진 2015년 12월 1일로 정해졌다. 북한 핵실험 등으로 한반도 안보 환경이 급속히 악화됐고 시간이 촉박해 우리측 준비가 미흡한 점 등을 종합적으로 고려할 때 불가피한 선택으로 판단한다. 이번 합의가 국가안보 및 한미동맹 강화에 기여할 것으로 기대된다. 돌이켜 보면 노무현 정부가 정치적 목적을 갖고 전작권 조기 전환을 무리하게 추진한 것은 잘못된 일이었다. 전작권이 전환되면 한미연합사 체제가 해체된다. 수십년 동안 효율적인 전쟁 억지력으로 작용해왔던 한미 공동 대응체제가 사라지면 일정 기간 지휘 체제에 혼란이 있을 수밖에 없다. 전작권 독자 행사를 위한 막대한 군사비 부담도 문제였다. 여러모로 북한에게 잘못된 신호를 줄 수 있는 조치였다. 오죽 했으면 미국 쪽에서 전작권 전환을 제2의 애치슨 선언이라고 우려하는 말이 나왔겠는가. 애치슨 선언은 한반도를 미군의 방어선에서 제외해 북한의 오판을 불러 6.25 전쟁을 초래했다는 평가를 받고 있다. 잘못된 정책의 대못을 뽑고 전작권 전환에 앞서 철저한 준비를 할 수 있는 시잔을 벌 수 있게 된 것은 의미가 크다. 일부 야당과 시민단체는 전작권은 주권과 관계된 문제라며 예정대로 전환돼야 한다고 주장하나 설득력이 약하다. 전작권 전환은 필요한 일이기는 하나 우리 입장에서 굳이 서둘 일은 아니다. 국가안보에 막대한 영향을 줄 수 있느 만큼 신중하게 추진해야 한다. 부작용도 최소화해야 하고 실익도 면밀히 따져야 한다. 명분과 이념만 따져서 추진할 일은 아니다. 다만 전작권 전환 연기 합의로 추가부담 등 부작용이 발생하지 않도록 세심한 주의가 요청된다. 특히 전작권 전환 시기 연기를 받아내는 대가로 한미 FTA(자유무역협정)를 미국에 유리한 조건으로 재협상하는게 아니냐는 의혹이 제기되는 형편이다. 이에 대해 정부는 ""전작권과 한미 FTA는 전혀 관계가 없다""는 입장을 밝히고 있다. 전작권과 한미 FTA는 전혀 다른 문제인 만큼 이를 연계시키면 안 된다. 오바마 대통령이 한미 FTA에 대한 추가 협의가 마무리되면 수개월 내 미 의회에 비준안을 제출하겠다고 밝힌 것은 바람직한 일이지만 한미 FTA를 놓고 재협상하는 일은 없어야 한다.",전작권,전작권-이명박대통령지지
20100627,201006,2010,다음아고라,"(문화연예토론방) 전작권 전환 연기 합의, 국가 안보 위해 다행(펌)","전작권 전환 연기 합의, 국가안보 위해 다행(펌) 삐노끼오(leese****) 10.06.27 20:07 G20(주요 20개국) 정상회의 참석차 캐나다 토론토를 방문한 이명박 대통령과 버락 오바마 미국 대통령이 어제 회담을 갖고 전시 작전통제권 전환 시기를 연기하기로 합의했다. 전작권 전환 시기는 원래 계획보다 3년 7개월 늦춰진 2015년 12월 1일로 정해졌다. 북한 핵실험 등으로 한반도 안보 환경이 급속히 악화됐고 시간이 촉박해 우리측 준비가 미흡한 점 등을 종합적으로 고려할 때 불가피한 선택으로 판단한다. 이번 합의가 국가안보 및 한미동맹 강화에 기여할 것으로 기대된다. 돌이켜 보면 노무현 정부가 정치적 목적을 갖고 전작권 조기 전환을 무리하게 추진한 것은 잘못된 일이었다. 전작권이 전환되면 한미연합사 체제가 해체된다. 수십년 동안 효율적인 전쟁 억지력으로 작용해왔던 한미 공동 대응체제가 사라지면 일정 기간 지휘 체제에 혼란이 있을 수밖에 없다. 전작권 독자 행사를 위한 막대한 군사비 부담도 문제였다. 여러모로 북한에게 잘못된 신호를 줄 수 있는 조치였다. 오죽 했으면 미국 쪽에서 전작권 전환을 제2의 애치슨 선언이라고 우려하는 말이 나왔겠는가. 애치슨 선언은 한반도를 미군의 방어선에서 제외해 북한의 오판을 불러 6.25 전쟁을 초래했다는 평가를 받고 있다. 잘못된 정책의 대못을 뽑고 전작권 전환에 앞서 철저한 준비를 할 수 있는 시잔을 벌 수 있게 된 것은 의미가 크다. 일부 야당과 시민단체는 전작권은 주권과 관계된 문제라며 예정대로 전환돼야 한다고 주장하나 설득력이 약하다. 전작권 전환은 필요한 일이기는 하나 우리 입장에서 굳이 서둘 일은 아니다. 국가안보에 막대한 영향을 줄 수 있느 만큼 신중하게 추진해야 한다. 부작용도 최소화해야 하고 실익도 면밀히 따져야 한다. 명분과 이념만 따져서 추진할 일은 아니다. 다만 전작권 전환 연기 합의로 추가부담 등 부작용이 발생하지 않도록 세심한 주의가 요청된다. 특히 전작권 전환 시기 연기를 받아내는 대가로 한미 FTA(자유무역협정)를 미국에 유리한 조건으로 재협상하는게 아니냐는 의혹이 제기되는 형편이다. 이에 대해 정부는 ""전작권과 한미 FTA는 전혀 관계가 없다""는 입장을 밝히고 있다. 전작권과 한미 FTA는 전혀 다른 문제인 만큼 이를 연계시키면 안 된다. 오바마 대통령이 한미 FTA에 대한 추가 협의가 마무리되면 수개월 내 미 의회에 비준안을 제출하겠다고 밝힌 것은 바람직한 일이지만 한미 FTA를 놓고 재협상하는 일은 없어야 한다.",전작권,전작권-이명박대통령지지
20100527,201005,2010,다음카페,"('안티MBC' 카페) 북 두둔하던 정동영 ""북한, 천안함 즉각 사과해야""","정동영 민주당 공동선대위원장은 26일 천안함 사건과 관련 ""북측은 사실이 아니라면 명백한 증거를 제시해야 하고, 그렇지 않으면 즉각 사과하고 책임을 져야 한다""고 말했다.
노무현정부 시절 통일부 장관을 지낸 정 위원장은 이날 긴급성명을 내 ""천안함 사건은 반드시 그에 합당한 대응을 해야 한다""면서 이같이 말했다.
이는 그간 정 위원장이 ""천안함 사건은 3년 동안 대북 증오에 (북한이) 이에는 이로 맞선 결과""(18일,라디오) ""무고한 우리 병사들이 숨져간 데 대해 북한을 정상국가로 보기 어려운 측면이 있다""(21일,중앙선대위회의) 등 초기 북한 입장을 두둔하다가 미묘한 수준에서 낮은 단계의 북한 책임론을 언급한 것 중 가장 수위높은 발언이다.
정 위원장은 또 북한이 '남측의 대북 심리전 재개시 사실상 개성공단을 폐쇄하겠다'고 엄포를 놓은 데 대해 ""남북한 모두 파국으로 치닫는 치킨게임을 즉각 중단해야 한다""고 비판했다. 그러면서도 ""국민은 군대도 안 갔다 온 사람들이 전쟁불사를 외치는 어이 없는 상황에 분노하고 있다""면서 현 정부인사를 겨냥해 비난을 쏟았다.",정동영비판,정동영 의원 지지
20120503,201205,2012,네이트판,남은 못먹게하고 혼자만 먹냐?,"*사진은 뉴욕에서 젤 맛있다는 미국산 피O루거 스테이크*
정O영 고문, 자녀 2명을 고교때 미국에 조기유학시켜 대학까지 다니게 했다.
4년전 촛불시위를 주도했던 홍O수 목사, 자녀 3명을 모두 미국에 유학시켰다.
과연 이들이 현지에서 미국산 쇠고기를 먹지 않았을까??
반미를 외치면서 자기 자녀들은 미국 유학을?
그러면서 이를 수입하지 말라고??
자신들을 믿어달라고요?
소가 웃겠습니다.
",정동영비판,정동영의원 반대
20120503,201205,2012,네이트판,남은 못먹게하고 혼자만 먹냐?,"*사진은 뉴욕에서 젤 맛있다는 미국산 피O루거 스테이크*
정O영 고문, 자녀 2명을 고교때 미국에 조기유학시켜 대학까지 다니게 했다.
4년전 촛불시위를 주도했던 홍O수 목사, 자녀 3명을 모두 미국에 유학시켰다.
과연 이들이 현지에서 미국산 쇠고기를 먹지 않았을까??
반미를 외치면서 자기 자녀들은 미국 유학을?
그러면서 이를 수입하지 말라고??
자신들을 믿어달라고요?
소가 웃겠습니다.
",정동영비판,정동영의원 반대
20120503,201205,2012,네이트판,,입으로는 반미를 외치면서 지 자식 미국 보내는건 어떻게 생각하시나요???,정동영비판,정동영의원 반대
20120503,201205,2012,네이트판,,입으로는 반미를 외치면서 지 자식 미국 보내는건 어떻게 생각하시나요???,정동영비판,정동영의원 반대
20090810,200908,2009,다음카페,"('안티MBC' 카페) 정세균, 합리적인줄 알았는데 형편 없는 정치인","""정세균, 합리적인줄 알았는데 형편없는 정치인"" 
'호남인사홀대'주장에 장광근 ""균형인사했다"" 
""지역감정 이용한 정치선동은 절대 용서하지 않을 것"" 
최은석기자 
한나라당 장광근 사무총장은 9일 오후 A4지 3장의 자료를 갖고 서울여의도 당사기자실을 찾았다. 기자간담회를 자청한 장사무총장의 첫마디는 ""이제 다시 망국적인 지역감정을 이용해 정치선동을 계속하는 정치적 작태가 벌어지고 있어 좌시할 수 없다""였다. 그는 ""이런 작태에 대해서는 절대 용서하지 않을 것""이라고 했는데 정세균 민주당 대표에 대한 경고다. 
한나라당 장광근 사무총장이 9일 오후 기자간담회를 통해 민주당 정세균대표가 지역감정을 유발하는 발언을 하고 있다고 비판하고 있다. 장사무총장은 또 고위직 인사의 경우 영호남 비중이 줄고 경인지역 등 기타지역 비중이 늘어나는 등 균형인사가 이뤄지고 있다고 밝혔다. ⓒ연합뉴스 
정대표는 지난 6일자 당의 텃밭인 광주에서 이명박정부의 '호남인사홀대'를 주장했다. 정대표는 호남의 심장이라 할 수 있는 광주에서 '지역감정'을 일으킬 발언을 한 것인데 그는 ""공직사회에서 호남출신들의 씨를 말리려고 하는 것 같다는 하소연을 들었다""고 말했다. 장사무총장은 이를 반박할 행정안전부자료를 갖고 회견장에 왔다. 
그가 공개한 자료에 따르면 새정부 출범 후 다음 연도 7월말까지는 노무현  이명박 두 정부에서 각각 임명한 정무직 인사의 출신지역을 비교한 결과, 노무현 정부에 비해 이명박 정부의 영남과 호남출신 비율이 각각 5.1%P와 3.3%P 감소했다. 반면 경기·인천(2.6%P)과 강원·제주(1.5%P)등은 증가했다. 장사무총장은 이를 근거로 ""전국적으로 고르게 인재를 발탁하는 균형인사를 했다""고 말했다. 
그러면서 '호남홀대발언'을 한 정대표에 대해 ""나름대로 합리적인 정치인이라 평가했는데 실현가능성 없는 의원직 사퇴를 공언하고, 지역감정조장발언을 보면서 '형편없는 정치인이구나. 이땅에 이런 정치인이 더 발붙힐 공간이 있어야될 이유가 있는가' 반문하지 않을 수 없다""고 비판했다. 
장사무총장은 이어 ""고위공무원의 출신고교를 봐도 참여정부와 비교해 호남소재출신고는 0.3%P, 영남소재출신고는 1%P 하락했다""며 ""정대표가 주장하는 호남씨말리기나 숙청주장이 어떤 근거를 가진 것인지 자료를 제출하라""고 요구했다. 그는 ""지역감정을 부추기고, 이명박정부의 인사정책을 왜곡·음해하고, 호남편가르기를 시도하는 이유를 분명히 밝히지 않을 수 없다""면서 대한민국정치사에서 가장 무서운 것이 지역감정을 부추기는 망국병인데 구시대정치로 무덤에 묻어야할 지역 감정을 부추기며 이득을 노리고자 하는 것은 용서할수 없다""고 말했다. ",정세균비판,정세균의원 반대
20100529,201005,2010,다음카페,('안티MBC' 카페) 정세균 대표님! 국민들의 목소리에 귀좀 기울이시죠!,"정세균대표님! 이번만큼은 부탁드립니다.  
이 탈북자보다 대한민국을 더 사랑하는 민주당임을 증명해주세요, 
진정 사랑한다면 참을 수 없는 증오도 한번만 보여주세요,  
민주당 대표 정세균대표님! 안녕하세요,
저는 시집 “내 딸을 백원에 팝니다” 저자 장진성이라고 합니다. 
2004년 북한 독재를 탈출하여 자유민주주의 품에 안겼기에 오늘날 저의 가슴에 가장 담고 싶은 당명이 있다면 민주당입니다. 
그래서 대표님을 뵌 적은 단 한 번도 없지만 오늘만큼은 대한민국 국민 된 한 사람으로서 엎드려 간절히 부탁드리고 싶어 이 편지를 씁니다. 
얼마 전 미국 클린턴 국무장관이 천안함 사건과 관련하여 중국지도부를 설득할 때 이런 말을 했습니다. “북한의 도발이 분명하니 이번만큼은 우리 편에 서 달라.” 
클린턴 장관이 말한 “이번만큼!” 이 표현은 단순히 한미동맹의 호소가 아니었습니다. 
평화의 절절한 소망이었고 정의의 양심이어서 북한의 우방국인 중국도 그 표현 앞에선 다른 대답을 더 하지 못했습니다. 
정세균 대표님, 두 손 모아 빌고 싶습니다. 
이번만큼은 김정일을 미워해주세요. 
46명의 젊은이들이 목숨을 잃은 이번만큼은 당익을 잊고 그냥 살인자에 대해 분노해주세요. 
왜 대한민국 민주당이 아니라 우리와 피 한 방울 섞이지 않은 미국의 민주당이 그렇듯 중국에 이번만큼은 우리 편에 서달라며 사정해야 합니까. 비극을 당한 것은 우리 나라인데 왜 미국의 정치인들이 더 애타게 보복을 호소해야 합니까.
언젠가 민주당 대변인인 최성재란 분이 탈북자들을 매국노라고 했었습니다. 
우리를 버린 김정일은 매국노라고 말할 수 있지만 대한민국 땅을 찾아온 탈북자들에게 대한민국 민주당 대변인이 해서는 안 될 말을 했기에 통분했던 저였습니다. 
그러나 정세균 대표님! 
이번만큼은 저를 매국노라 말해도 좋습니다. 아니 이번만큼은 저를 인간쓰레기라고 해도 좋습니다.
대신! 대신 46명의 영혼을 보듬어주세요. 
그들이 죽어서도 외치고 싶을 김정일 증오를 이번만큼은 민주당이 좀 대변해주세요, 
제가 처음 보았던 태극기는 깃발이 아니라 눈물이었습니다. 
국기가 아니라 죽기를 각오하고 찾아온 제 삶이었고 대한민국 만세였습니다. 그때 그 하얀 색깔에는 한나라당만 있었던 것이 아니라 민주당도 있었고 정세균 대표님도 계셨기에 그 모두를 우러르며 울고 또 울었던 저였습니다. 
저는 이 대한민국의 번영과 평화를 사랑하지 않으면 더는 살 곳이 없는 사람입니다. 
그래서 감히 말씀 드리는데 이번만큼은 이 탈북자보다 대한민국을 더 사랑하는 민주당임을 증명해주세요, 진정 사랑한다면 참을 수 없는 증오도 한번만 보여주세요.
대표님은 현 정부가 선거에 북풍을 이용한다고 하는데 애당초 북한이 도발을 안 했다면 북풍도 없었습니다. 그리고 한나라당이 안보장사를 한다는데 오늘날 안보는 장사가 아닙니다. 
평화장사야말로 정말로 위험한 상술입니다.
무엇이든 무조건 반대만 하는 것은 독재이지 민주주의가 아닙니다. 
민주당의 이름으로 할 짓이 아닙니다. 때로는 긍정도 할 줄 아는 것이 진정한 민주주의가 아니겠습니까. 
민주당 정세균대표님! 
김정일이 우리 46명의 젊은이들을 살해한 이번만큼은 미국 사람들이 한 말처럼 우리 편이 돼 주세요, 대한민국 편이 돼 주세요.
시집 ""내 딸을 백원에 팝니다"" 저자   장진성 올림",정세균비판,정세균의원 반대(6.2 지방선거 관련)
20090922,200909,2009,다음아고라,(정치토론방) 칭찬할 건 칭찬합시다,칭찬할 건 칭찬합시다 삐노끼오(leese****) 청문회를 보니 후보자는 사과하고여당은 감싸주고 야당은 후벼파고 찢고 그러면서 상반된 입장을 보여주며 그런 답답한 과정들이 지속적으로 반복되는 거 같다. 야당의 입장에서 보면 총리후보자인 정운찬은 엄연히 범법자라는 이야기인데 이게 맞는 이야기인가요?만약 정운찬 총리후보자가 범법자라고 가정하면 우리나라에 단두대로 직행해야할 사람들이 정말로 많다는 게 여러사람들이 갖고 있는 생각입니다. 옹호만하고 비판만하고 속시원히 밝히지 못하고 반대를 위한 반대만하고 이럴거라면청문회를 왜 하는지 모르겠습니다 그렇게 반대만 하는 야당!! 그럼 정운찬 총리후보자 왜? 대선에서 대통령 후보자로 영입하려고 추진했는지 속시원히 말 좀해주세요. 대선 후보로 영입하려고 할 정도로 능력있는 사람 아니었든가요?그런데 이제는 대통령이 후보자로 내정했다고 해서 바로 안면 싹 바꿔서 비판만하기만 한다면 우리나라에 고위직 수행할 사람이 누가 있겠습니까? 그러니까 젊고 유능한 사람들이 장관직 못해벅겠다는 것 아닙니까? 칭찬할 것은 칭찬합시다. 그러나 비판할 것은 제대로 해봅시다. 그렇게 문제가 있는 인물이라면 그리고 그것이 사실로 드러나면 어떻게 하겠어요? 다른 결점 하나도 없는사람을 다시 뽑아야지요. 그러나 이 정도의 인물이라면 흠이 없는 편이라고 생각합니다. 제발 소모적인 정쟁을 하지맙시다. 그렇게 해서 좋아할 사람들이아무도 없답니다.,정운찬지지,정운찬 총리 후보자 지지
20090922,200909,2009,다음아고라,(사회토론방) 칭찬할 건 칭찬합시다,칭찬할 건 칭찬합시다 삐노끼오(leese****) 청문회를 보니 후보자는 사과하고여당은 감싸주고 야당은 후벼파고 찢고 그러면서 상반된 입장을 보여주며 그런 답답한 과정들이 지속적으로 반복되는 거 같다. 야당의 입장에서 보면 총리후보자인 정운찬은 엄연히 범법자라는 이야기인데 이게 맞는 이야기인가요?만약 정운찬 총리후보자가 범법자라고 가정하면 우리나라에 단두대로 직행해야할 사람들이 정말로 많다는 게 여러사람들이 갖고 있는 생각입니다. 옹호만하고 비판만하고 속시원히 밝히지 못하고 반대를 위한 반대만하고 이럴거라면청문회를 왜 하는지 모르겠습니다 그렇게 반대만 하는 야당!! 그럼 정운찬 총리후보자 왜? 대선에서 대통령 후보자로 영입하려고 추진했는지 속시원히 말 좀해주세요. 대선 후보로 영입하려고 할 정도로 능력있는 사람 아니었든가요?그런데 이제는 대통령이 후보자로 내정했다고 해서 바로 안면 싹 바꿔서 비판만하기만 한다면 우리나라에 고위직 수행할 사람이 누가 있겠습니까? 그러니까 젊고 유능한 사람들이 장관직 못해벅겠다는 것 아닙니까? 칭찬할 것은 칭찬합시다. 그러나 비판할 것은 제대로 해봅시다. 그렇게 문제가 있는 인물이라면 그리고 그것이 사실로 드러나면 어떻게 하겠어요? 다른 결점 하나도 없는사람을 다시 뽑아야지요. 그러나 이 정도의 인물이라면 흠이 없는 편이라고 생각합니다. 제발 소모적인 정쟁을 하지맙시다. 그렇게 해서 좋아할 사람들이아무도 없답니다.,정운찬지지,정운찬 총리 후보자 지지
20090220,200902,2009,다음아고라,정청래//엄한데 기웃거리지 말고 그냥 전직 살려 학원이나 차리,아직도 그분 정신못차렸던데…,정청래비판,정청래의원반대
20121122,201211,2012,일간베스트,"제주해군기지 건설, 반대세력에 더 이상 휘둘리지 말아야…","정치권에서 제주해군기지 건설을 중단하고 사업내용을 재검토하자는 주장이 나오고 있다. 일부 반대세력의 농간에 휘둘린 결과인지라 더욱 한심해보인다. 새삼스런 얘기를 반복하자면, 제주해군기지는 김대중 정부때 최초로 거론되기 시작해 노무현 정부 시절인 2007년 6월 확정돼 2010년부터 공사가 시작됐다. 당시 노 전 대통령은 ""제주기지는 국가안보를 위한 필수 요소""라며 일부의 반대를 일축했다. ? 그리고 2년 전 천안함 폭침과 연평도 도발에서 보듯 북한은 주로 해상에서 우리를 공격해왔다. 이런 북한의 도발을 효율적으로 막으려면 제주해군기지를 건설해 여러 곳으로 분산된 해군전력을 통합 배치해야한다. 동시에 중국과 일본의 해군력 증강에 대비하기 위한 최소한의 필수적인 기지다. 중국과 일본이 호시탐탐 노리는 이어도와 독도 해역을 수호하고 한국 대부분의 수출입 물량이 지나다니는 항로를 수호하기 위해서 제주 해군기지 빨리 서둘러야 한다.",제주해군기지,민주당반대-대선관련
20121121,201211,2012,일간베스트,(Zzal)NLL..FTA..제주기지,나는 사람들은 만날때 FTA..NLL..제주해군기지를 갖고 그 사람의 성향을 판단한다최근에 미국내에서 FTA로 한국이 더 이익봤다며 오바마 욕하는 뉴스도 있더라진짜 FTA는 잘한거 아니냐?NLL은 우리꺼니까 당연히 지켜야하는거고 제주해군기지 반대하는 넘들은 사상해본다오유 씹선비는 제주해군기지 반대하더라진짜 골때리지 않냐?나는 MB가 너무 맘에 든다좌빨들이 MB 싫어하는 이유는 MB를 비난해야 종북세력이 득세할 수 있거든…오늘도 가카는 대한민국을 위해 바쁘다(http://www.bcbnews.kr/pds/1015/news/2011051819428.jpg (http://www.ilbe.com/addons/highslide/highslide/graphics/zoomout.cur&quot),제주해군기지,이명박대통령지지
20120108,201201,2012,네이트판,제주기지 표류… 중일은 해군강화하는데,"18년간 어려움을 극복하고 지난해 본격화된 제주 해군기지 건설이 표류하고 있다. 대한민국 주변 바다는 몸살을 앓고 있다. 북한은 천안함 폭침과 연평도 포격도발로 긴장을 높였고, 더구나 김정일 사후 내부단결을 위해 어떤 해상도발을 강행할지 모를 일이다. 중국은 어떤가? 지난해 12월 동중국해 순찰에 300t급 최신순찰함(하이젠50호)을 투입했다. 중국은 과거에는 이어도 주변에 1000t급 관공선을 보내 우리를 자극한바 있다… 또 중국어선은 우리해양영토를 마구 침입하여 고기를 싹쓸이하는 실정이다. 일본의 해군력강화 역시 구경만 하고있을 일이 아니다. 헬기항모구축함과 이지스함으로 중무장을 한 채로 독도가 자기섬이라고 우기고있다…
그런데 우리 현실은 어떤가???
제주해군기지건설은 지난해 본격적으로 시작됐지만 일부 소수 반대세력의 집단시위와 방해로 공사진척도가 당초목표 33%에 못 미치는 23%에 그쳤다.
더구나 작년 말 국회가 기지건설예산의 96%인 1278억원을 삭감하는 바람에 2015년 완공이 어렵게됐다고 한다.
예산삭감과 관련, 작년 반대시위로 인해 공사를 못해 이월된 예산을 쓰면 된다는 논리를 내세우고 있다. 하지만 지난해 예산으로만 공사를 진행하면 한시한 상황에서 사업지연만 되풀이될 뿐이다…
제주도에 하루빨리 해군기지를 건설하여 혹시 이어도에 분쟁이 생기면 중국군함보다 우리 해군함정이 먼저도착해야한다. 그 출발점이 제주해군기지다. 기지가 없으면 배가 움직일 수 있겠는가? 이렇게 한시가 급한 때에 제주해군기지건설이 지연되면 우리 안보는 정말 심각해질 수밖에 없다는 전문가들의 지적이다. 정말 정신 바짝 차려야한다!!!
",제주해군기지,이명박대통령지지 (제주해군기지)
20120229,201202,2012,네이버블로그,"제주해군기지건설, 보란듯이 민군미항으로 만들어라","제주해군기지를 예정대로 진행한다고 정부가 최종입장을 확인하였다.
지금 이 사업은 모든 보상사업을 완료하고 17%가량 진행되었는데 반대파들과 전문 시위꾼들이 지역주민을 선동하고 무단점거하고있어 공사에 어려움을 겪고 있다고 한다.
정부는 지금 공사를 하지 않으면 예산낭비가 크고 불법적인 공사방해는 법적 물적 책임을 물을 방침이란다.
제발 이번에는 법과 원칙을 지켜 이런 생떼와 억지부리기에 휘둘리지 말았으면 좋겠다. 저번정부의 해군기지는 민군미항이었고 이번정부의 해군기지는 전쟁준비라는 말도 안되는 억지는 그만하면 되었다.
크루즈유치를 비롯한 관광지조성, 농수산물 특화개발, 친환경 경관조성, 신재생에너지벨트 구축…
이건 전쟁준비라고 할 수 없다.
우리나라의 안보를 위해서 해군기지는 꼭 필요하다.
더 이상의 불필요한 정치적 논란이나 소모적 사회갈등을 끝내고 아름다운 항만건설과 제주지역발전을 위해 민,관,군이 합심해야 할 때이다.
그만하면 생떼 많이 부렸다.
",제주해군기지,제주해군기지-이명박 대통령 지지
20120111,201201,2012,네이버블로그,★ 강정마을을 걱정합니다 ★,"제주강정마을 해군기지를 반대하는 세력들이
후원금 명목으로 강정마을 이름을 팔아 물의를 빚고 있다.
쌍용자동차 파업을 보아라.
쌍용차 파업시 공장의 생산라인을 폭파(!)하고 부수고 폭력을 앞세운 사람들은 일반 쌍용차 직원들이 아니라 금속노조출신들이었다고 한다.
이들은 쌍용차를 위해서 운동을 한 것이 아니라 정치이슈화를 노린 전문 시위꾼에 선봉대들이다.
진짜 쌍용차 직원들은 이들이 회사의 생산라인을 투쟁도구로 바꿀 때
걱정하고 아까워했다고 한다.
쌍용차 파업이 일단락되자 이들은 그냥 아무렇지않게 나갔고, 이들에 의한 손해는 쌍용차와 진짜 직원들이 고스란히 받고 있다.
(지금 현재 이 세력을 쌍용차를 다시 한번 쟁점화 시킬려고 깔짝거리고있는 듯 하지만 일단 여기선 논외로 하자)
강정마을도 걱정된다.
여기에 지금 죽치고있는 전문 시위꾼들…
정말 환경을 사랑하고, 강정마을을 위해서 저러고 있는 것일까?
진짜 환경을 지킨다고 하는데 왜 강정마을에서 술퍼마시고, 쓰레기 담배꽁초 아무데나 버리고 흉한 현수막을 막 갖다 붙이고있는 것인가?
자기네들 눈에는 그런게 이쁜건가?
강정마을을 사랑한다면서 나지도 않는 새우젓을 팔는가?
강정마을이니까 강정파는건가?
환경을 수호한다며 정의의 수호자인체하지 마라.
그 속 다 보인다.
담배꽁초부터 깨끗이 정리하고서 말해봐라.
밤마다 술판벌리지 말고…더럽다.
",제주해군기지,해군기지-이명박 대통령 지지
